"activitycode_1","activitycode_2","proximity"
"5610A","5630Z",0.0076967213
"5610A","5814Z",0.9995
"5610A","6201Z",0.9995
"5610A","6420Z",0.0222272727
"5610A","6430Z",0.4995
"5610A","6630Z",0.0352142857
"5610A","6810Z",0.0764230769
"5610A","6820A",0.1245
"5610A","6820B",0.0068529412
"5610A","6831Z",0.3328333333
"5610A","6832A",0.2495
"5610A","6920Z",0.9995
"5610A","7010Z",0.026527027
"5610A","7021Z",0.9995
"5610A","7022Z",0.062
"5610A","7410Z",0.9995
"5610A","7711A",0.4995
"5610A","7721Z",0.3328333333
"5610A","7734Z",0.9995
"5610A","7740Z",0.4995
"5610A","7911Z",0.9995
"5610A","8121Z",0.3328333333
"5610A","8211Z",0.1995
"5610A","8230Z",0.4995
"5610A","8299Z",0.4995
"5610A","8559A",0.9995
"5610A","9002Z",0.4995
"5610A","9004Z",0.9995
"5610A","9312Z",0.9995
"5610A","9313Z",0.9995
"5610A","9319Z",0.9995
"5610A","9321Z",0.9995
"5610A","9329Z",0.2495
"5610A","9529Z",0.9995
"5610A","9601B",0.4995
"5610A","9602A",0.4995
"5610A","9603Z",0.9995
"5610A","9609Z",0.3328333333
"5610B","4730Z",0.9995
"5610B","5610A",0.2495
"5610B","5610B",0.9995
"5610B","5610C",0.1995
"5610B","9311Z",0.9995
"5610C","1032Z",0.9995
"5610C","1039A",0.9995
"5610C","1052Z",0.4995
"5610C","1071B",0.2495
"5610C","1071C",0.0709285714
"5610C","1071D",0.1995
"5610C","1082Z",0.9995
"5610C","1085Z",0.4995
"5610C","1089Z",0.9995
"5610C","3250A",0.9995
"5610C","4110A",0.4995
"5610C","4110B",0.9995
"5610C","4321A",0.4995
"5610C","4322B",0.9995
"5610C","4332A",0.9995
"5610C","4399C",0.3328333333
"5610C","4511Z",0.2495
"5610C","4520A",0.9995
"5610C","4540Z",0.9995
"5610C","4619A",0.9995
"5610C","4619B",0.9995
"5610C","4631Z",0.4995
"5610C","4634Z",0.9995
"5610C","4639B",0.9995
"5610C","4641Z",0.9995
"5610C","4649Z",0.9995
"5610C","4690Z",0.9995
"5610C","4711B",0.1106111111
"5610C","4711C",0.9995
"5610C","4719B",0.9995
"5610C","4721Z",0.4995
"5610C","4722Z",0.1661666667
"5610C","4723Z",0.9995
"5610C","4724Z",0.4995
"5610C","4725Z",0.4995
"5610C","4729Z",0.1661666667
"5610C","4730Z",0.4995
"5610C","4771Z",0.4995
"5610C","4778C",0.4995
"5610C","4781Z",0.3328333333
"5610C","4789Z",0.3328333333
"5610C","4791B",0.9995
"5610C","4932Z",0.9995
"5610C","4939B",0.9995
"5610C","4941A",0.4995
"5610C","5320Z",0.4995
"5610C","5510Z",0.2495
"5610C","5520Z",0.1661666667
"5610C","5530Z",0.4995
"5610C","5610A",0.0030087719
"5610C","5610B",0.9995
"5610C","5610C",0.0098092784
"5610C","5621Z",0.0550555556
"5610C","5629A",0.3328333333
"5610C","5630Z",0.0379615385
"5610C","5819Z",0.9995
"5610C","5920Z",0.9995
"5610C","6202A",0.4995
"5610C","6420Z",0.1423571429
"5610C","6630Z",0.4995
"5610C","6810Z",0.2495
"5610C","6820A",0.4995
"5610C","6820B",0.0258157895
"5610C","6831Z",0.4995
"5610C","7010Z",0.0828333333
"5610C","7022Z",0.1995
"5610C","7120B",0.4995
"5610C","7420Z",0.4995
"5610C","7711A",0.9995
"5610C","7721Z",0.4995
"5610C","7740Z",0.4995
"5610C","7830Z",0.9995
"5610C","8211Z",0.2495
"5610C","8219Z",0.9995
"5610C","8230Z",0.9995
"5610C","8299Z",0.9995
"5610C","8559A",0.9995
"5610C","8559B",0.9995
"5610C","9103Z",0.9995
"5610C","9311Z",0.9995
"5610C","9321Z",0.4995
"5610C","9329Z",0.9995
"5610C","9601B",0.9995
"5610C","9602A",0.9995
"5610C","9602B",0.9995
"5610C","9604Z",0.9995
"5610C","9609Z",0.4995
"5621Z","1013A",0.9995
"5621Z","1013B",0.4995
"5621Z","1089Z",0.9995
"5621Z","4120A",0.9995
"5621Z","4332A",0.9995
"5621Z","4669C",0.9995
"5621Z","4722Z",0.3328333333
"5621Z","4724Z",0.9995
"5621Z","4725Z",0.9995
"5621Z","4729Z",0.9995
"5621Z","4781Z",0.3328333333
"5621Z","4791B",0.4995
"5621Z","4932Z",0.9995
"5621Z","5510Z",0.9995
"5621Z","5610A",0.0411666667
"5621Z","5610B",0.4995
"5621Z","5610C",0.0495
"5621Z","5621Z",0.0995
"5621Z","5629A",0.4995
"5621Z","5629B",0.9995
"5621Z","6420Z",0.4995
"5621Z","6820B",0.4995
"5621Z","7410Z",0.9995
"5621Z","9329Z",0.4995
"5629A","1085Z",0.9995
"5629A","5629A",0.9995
"5629A","5629B",0.4995
"5629B","5610C",0.9995
"5629B","5621Z",0.9995
"5629B","5629A",0.2495
"5630Z","0121Z",0.9995
"5630Z","1013B",0.9995
"5630Z","1039A",0.9995
"5630Z","1105Z",0.4995
"5630Z","1107B",0.9995
"5630Z","3109B",0.9995
"5630Z","4312A",0.9995
"5630Z","4322A",0.9995
"5630Z","4611Z",0.9995
"5630Z","4617B",0.9995
"5630Z","4634Z",0.9995
"5630Z","4671Z",0.9995
"5630Z","4711B",0.9995
"5630Z","4722Z",0.9995
"5630Z","4725Z",0.3328333333
"5630Z","4726Z",0.9995
"5630Z","4729Z",0.4995
"5630Z","4761Z",0.9995
"5630Z","4762Z",0.9995
"5630Z","4764Z",0.4995
"5630Z","4771Z",0.9995
"5630Z","4781Z",0.9995
"5630Z","4932Z",0.9995
"5630Z","5510Z",0.3328333333
"5630Z","5520Z",0.4995
"5630Z","5530Z",0.4995
"5630Z","5610A",0.0046282051
"5630Z","5610B",0.9995
"5630Z","5610C",0.026527027
"5630Z","5621Z",0.2495
"5630Z","5629A",0.9995
"5630Z","5630Z",0.0142058824
"5630Z","5914Z",0.9995
"5630Z","6420Z",0.1423571429
"5630Z","6630Z",0.4995
"5630Z","6810Z",0.4995
"5630Z","6820A",0.9995
"5630Z","6820B",0.0280714286
"5630Z","6831Z",0.9995
"5630Z","6832B",0.9995
"5630Z","7010Z",0.0995
"5630Z","7022Z",0.1423571429
"5630Z","7410Z",0.9995
"5630Z","7721Z",0.4995
"5630Z","7740Z",0.9995
"5630Z","8211Z",0.3328333333
"5630Z","9002Z",0.9995
"5630Z","9004Z",0.9995
"5630Z","9104Z",0.9995
"5630Z","9312Z",0.9995
"5630Z","9319Z",0.9995
"5630Z","9321Z",0.9995
"5630Z","9329Z",0.0995
"5630Z","9529Z",0.4995
"5630Z","9609Z",0.9995
"5811Z","0146Z",0.9995
"5811Z","1072Z",0.9995
"5811Z","4619B",0.9995
"5811Z","4649Z",0.9995
"5811Z","4719B",0.9995
"5811Z","5520Z",0.9995
"5811Z","5811Z",0.4995
"5811Z","5814Z",0.4995
"5811Z","5829C",0.9995
"5811Z","5913B",0.9995
"5811Z","5920Z",0.4995
"5811Z","7022Z",0.9995
"5811Z","7111Z",0.9995
"5811Z","7311Z",0.4995
"5811Z","9001Z",0.9995
"5812Z","4619A",0.9995
"5812Z","6311Z",0.9995
"5813Z","1811Z",0.4995
"5813Z","1813Z",0.9995
"5813Z","5814Z",0.1245
"5813Z","6010Z",0.9995
"5813Z","6020B",0.9995
"5813Z","6810Z",0.9995
"5813Z","7021Z",0.9995
"5813Z","7311Z",0.9995
"5813Z","7312Z",0.4995
"5813Z","7420Z",0.9995
"5813Z","8230Z",0.4995
"5813Z","8559B",0.9995
"5814Z","1413Z",0.9995
"5814Z","2511Z",0.9995
"5814Z","4619B",0.9995
"5814Z","4761Z",0.9995
"5814Z","4778C",0.4995
"5814Z","5811Z",0.1661666667
"5814Z","5813Z",0.4995
"5814Z","5814Z",0.1995
"5814Z","5819Z",0.2495
"5814Z","6311Z",0.9995
"5814Z","6312Z",0.9995
"5814Z","6820B",0.9995
"5814Z","7021Z",0.9995
"5814Z","7311Z",0.1995
"5814Z","7312Z",0.3328333333
"5814Z","8230Z",0.9995
"5819Z","1812Z",0.3328333333
"5819Z","1813Z",0.9995
"5819Z","4649Z",0.4995
"5819Z","4762Z",0.9995
"5819Z","5811Z",0.1423571429
"5819Z","5814Z",0.9995
"5819Z","5819Z",0.4995
"5819Z","6311Z",0.9995
"5819Z","6312Z",0.9995
"5819Z","6820B",0.9995
"5819Z","7022Z",0.4995
"5819Z","7311Z",0.9995
"5819Z","7410Z",0.9995
"5819Z","7420Z",0.9995
"5819Z","9003A",0.9995
"5819Z","9319Z",0.9995
"5819Z","9609Z",0.9995
"5821Z","5829A",0.9995
"5821Z","5829C",0.9995
"5821Z","6201Z",0.9995
"5821Z","6202A",0.9995
"5821Z","9329Z",0.9995
"5829A","4651Z",0.9995
"5829A","5821Z",0.9995
"5829A","5829A",0.2495
"5829A","5829B",0.3328333333
"5829A","5829C",0.0828333333
"5829A","6202A",0.2495
"5829A","6311Z",0.2495
"5829B","5829A",0.1995
"5829B","5829B",0.9995
"5829B","5829C",0.1995
"5829B","6201Z",0.2495
"5829B","6202A",0.4995
"5829B","7022Z",0.9995
"5829B","8559A",0.9995
"5829C","2620Z",0.9995
"5829C","3299Z",0.9995
"5829C","4321A",0.9995
"5829C","4791A",0.9995
"5829C","5811Z",0.4995
"5829C","5829A",0.0521315789
"5829C","5829B",0.1995
"5829C","5829C",0.1995
"5829C","6201Z",0.0828333333
"5829C","6202A",0.0764230769
"5829C","6202B",0.1423571429
"5829C","6203Z",0.9995
"5829C","6311Z",0.0995
"5829C","6391Z",0.9995
"5829C","6619B",0.9995
"5829C","6630Z",0.4995
"5829C","6820B",0.2495
"5829C","7010Z",0.9995
"5829C","7022Z",0.3328333333
"5829C","7112B",0.4995
"5829C","7430Z",0.9995
"5829C","7490B",0.9995
"5829C","7733Z",0.9995
"5829C","8220Z",0.9995
"5829C","8230Z",0.9995
"5829C","8299Z",0.4995
"5829C","8559A",0.9995
"5829C","9001Z",0.9995
"5829C","9609Z",0.9995
"5911A","4619B",0.9995
"5911A","5811Z",0.9995
"5911A","5911A",0.3328333333
"5911A","5911B",0.0709285714
"5911A","5911C",0.0995
"5911A","5912Z",0.1661666667
"5911A","5913B",0.4995
"5911A","5920Z",0.9995
"5911A","6020B",0.4995
"5911A","6201Z",0.4995
"5911A","6209Z",0.9995
"5911A","6391Z",0.9995
"5911A","7022Z",0.3328333333
"5911A","7311Z",0.9995
"5911A","9001Z",0.9995
"5911B","5819Z",0.9995
"5911B","5911A",0.0995
"5911B","5911B",0.1423571429
"5911B","5911C",0.1423571429
"5911B","5912Z",0.1661666667
"5911B","5913A",0.9995
"5911B","5913B",0.9995
"5911B","5920Z",0.9995
"5911B","6201Z",0.4995
"5911B","6499Z",0.9995
"5911B","7010Z",0.9995
"5911B","7021Z",0.9995
"5911B","7112B",0.9995
"5911B","7311Z",0.3328333333
"5911B","7420Z",0.4995
"5911B","7739Z",0.9995
"5911B","8219Z",0.9995
"5911B","8230Z",0.9995
"5911B","8551Z",0.9995
"5911B","8559A",0.9995
"5911B","9001Z",0.9995
"5911B","9329Z",0.9995
"5911C","5911A",0.1423571429
"5911C","5911B",0.1995
"5911C","5911C",0.1995
"5911C","5912Z",0.1995
"5911C","5913A",0.4995
"5911C","5920Z",0.9995
"5911C","6202A",0.9995
"5911C","7022Z",0.4995
"5911C","7112B",0.9995
"5911C","7739Z",0.4995
"5911C","9001Z",0.9995
"5911C","9002Z",0.9995
"5911C","9609Z",0.9995
"5912Z","1083Z",0.9995
"5912Z","1813Z",0.9995
"5912Z","4321A",0.9995
"5912Z","4329B",0.9995
"5912Z","5911A",0.2495
"5912Z","5911B",0.2495
"5912Z","5911C",0.2495
"5912Z","5912Z",0.2495
"5912Z","6010Z",0.9995
"5912Z","6190Z",0.9995
"5912Z","6820B",0.9995
"5912Z","7420Z",0.9995
"5912Z","7729Z",0.9995
"5912Z","9001Z",0.9995
"5912Z","9002Z",0.9995
"5913A","5911B",0.9995
"5913A","5912Z",0.4995
"5913A","5913A",0.9995
"5913A","5914Z",0.9995
"5913B","5610C",0.9995
"5913B","5913A",0.9995
"5913B","5913B",0.4995
"5913B","9002Z",0.9995
"5914Z","5914Z",0.9995
"5914Z","6820A",0.9995
"5914Z","7010Z",0.4995
"5920Z","1820Z",0.9995
"5920Z","2640Z",0.9995
"5920Z","4763Z",0.9995
"5920Z","4777Z",0.9995
"5920Z","5911B",0.4995
"5920Z","5912Z",0.2495
"5920Z","5920Z",0.1995
"5920Z","6201Z",0.9995
"5920Z","6630Z",0.9995
"5920Z","7311Z",0.4995
"5920Z","7740Z",0.9995
"5920Z","8230Z",0.9995
"5920Z","8552Z",0.9995
"5920Z","9001Z",0.1423571429
"5920Z","9002Z",0.3328333333
"5920Z","9329Z",0.9995
"6010Z","3299Z",0.9995
"6010Z","5911A",0.9995
"6010Z","5911B",0.9995
"6010Z","5912Z",0.4995
"6010Z","5920Z",0.9995
"6010Z","6201Z",0.9995
"6010Z","7010Z",0.9995
"6010Z","7312Z",0.4995
"6020A","6020B",0.9995
"6020B","5911A",0.4995
"6020B","5913A",0.9995
"602M","4669B",0.9995
"6110Z","4222Z",0.3328333333
"6110Z","4321A",0.2495
"6110Z","4742Z",0.9995
"6110Z","5610C",0.9995
"6110Z","6110Z",0.3328333333
"6110Z","6120Z",0.9995
"6110Z","6190Z",0.3328333333
"6110Z","7112B",0.9995
"6120Z","4652Z",0.9995
"6120Z","4742Z",0.9995
"6120Z","4778C",0.9995
"6120Z","6110Z",0.2495
"6120Z","6120Z",0.9995
"6120Z","6190Z",0.2495
"6120Z","7112B",0.9995
"6130Z","6110Z",0.9995
"6130Z","6120Z",0.9995
"6130Z","6202A",0.9995
"6130Z","7010Z",0.9995
"6190Z","4222Z",0.3328333333
"6190Z","4321A",0.1106111111
"6190Z","4652Z",0.4995
"6190Z","4726Z",0.9995
"6190Z","4742Z",0.0995
"6190Z","5610A",0.9995
"6190Z","5630Z",0.9995
"6190Z","5829C",0.9995
"6190Z","6110Z",0.0709285714
"6190Z","6120Z",0.1245
"6190Z","6190Z",0.1106111111
"6190Z","6201Z",0.9995
"6190Z","6202A",0.4995
"6190Z","6202B",0.4995
"6190Z","6311Z",0.4995
"6190Z","7010Z",0.9995
"6190Z","7021Z",0.9995
"6190Z","7112B",0.9995
"6190Z","7311Z",0.9995
"6190Z","7410Z",0.9995
"6190Z","7739Z",0.9995
"6190Z","8219Z",0.9995
"6190Z","9003B",0.9995
"6190Z","9609Z",0.9995
"6201Z","2611Z",0.4995
"6201Z","2620Z",0.4995
"6201Z","2899B",0.9995
"6201Z","3320C",0.9995
"6201Z","4321A",0.4995
"6201Z","4322B",0.9995
"6201Z","4511Z",0.9995
"6201Z","4617B",0.9995
"6201Z","4619B",0.9995
"6201Z","4631Z",0.9995
"6201Z","4645Z",0.9995
"6201Z","4651Z",0.1661666667
"6201Z","4652Z",0.3328333333
"6201Z","4669A",0.9995
"6201Z","4725Z",0.9995
"6201Z","4751Z",0.9995
"6201Z","4778C",0.9995
"6201Z","4791A",0.2495
"6201Z","4791B",0.9995
"6201Z","5520Z",0.9995
"6201Z","5811Z",0.3328333333
"6201Z","5813Z",0.9995
"6201Z","5821Z",0.9995
"6201Z","5829A",0.0709285714
"6201Z","5829B",0.4995
"6201Z","5829C",0.0328333333
"6201Z","5911A",0.4995
"6201Z","5911B",0.3328333333
"6201Z","5920Z",0.9995
"6201Z","6010Z",0.9995
"6201Z","6110Z",0.9995
"6201Z","6190Z",0.9995
"6201Z","6201Z",0.0289117647
"6201Z","6202A",0.0123205128
"6201Z","6202B",0.1106111111
"6201Z","6203Z",0.3328333333
"6201Z","6311Z",0.0709285714
"6201Z","6312Z",0.062
"6201Z","6420Z",0.9995
"6201Z","6619B",0.4995
"6201Z","6630Z",0.9995
"6201Z","6831Z",0.9995
"6201Z","7010Z",0.2495
"6201Z","7021Z",0.3328333333
"6201Z","7022Z",0.0709285714
"6201Z","7112A",0.9995
"6201Z","7112B",0.3328333333
"6201Z","7311Z",0.0828333333
"6201Z","7320Z",0.9995
"6201Z","7410Z",0.3328333333
"6201Z","7420Z",0.3328333333
"6201Z","7430Z",0.9995
"6201Z","7490A",0.9995
"6201Z","7490B",0.4995
"6201Z","7721Z",0.9995
"6201Z","7830Z",0.3328333333
"6201Z","7911Z",0.9995
"6201Z","7990Z",0.9995
"6201Z","8020Z",0.9995
"6201Z","8219Z",0.9995
"6201Z","8220Z",0.9995
"6201Z","8230Z",0.9995
"6201Z","8299Z",0.4995
"6201Z","8532Z",0.9995
"6201Z","8551Z",0.9995
"6201Z","8559A",0.1661666667
"6201Z","8559B",0.4995
"6201Z","8810A",0.9995
"6201Z","9200Z",0.9995
"6201Z","9319Z",0.2495
"6201Z","9329Z",0.9995
"6202A","0125Z",0.9995
"6202A","2612Z",0.9995
"6202A","2712Z",0.9995
"6202A","2790Z",0.9995
"6202A","3320D",0.9995
"6202A","4321A",0.2495
"6202A","4322B",0.9995
"6202A","4332A",0.9995
"6202A","4520A",0.9995
"6202A","4645Z",0.9995
"6202A","4646Z",0.4995
"6202A","4651Z",0.0904090909
"6202A","4652Z",0.9995
"6202A","4741Z",0.1995
"6202A","4752A",0.9995
"6202A","4754Z",0.9995
"6202A","4761Z",0.9995
"6202A","4791A",0.9995
"6202A","4791B",0.4995
"6202A","5520Z",0.9995
"6202A","5819Z",0.9995
"6202A","5829A",0.0904090909
"6202A","5829B",0.3328333333
"6202A","5829C",0.0395
"6202A","5911B",0.9995
"6202A","6110Z",0.3328333333
"6202A","6190Z",0.9995
"6202A","6201Z",0.0217222222
"6202A","6202A",0.0317580645
"6202A","6202B",0.0709285714
"6202A","6203Z",0.0411666667
"6202A","6209Z",0.2495
"6202A","6311Z",0.062
"6202A","6312Z",0.9995
"6202A","6420Z",0.4995
"6202A","6619B",0.4995
"6202A","6630Z",0.1995
"6202A","6810Z",0.9995
"6202A","6820B",0.1661666667
"6202A","7010Z",0.1423571429
"6202A","7021Z",0.1995
"6202A","7022Z",0.0222272727
"6202A","7112B",0.1106111111
"6202A","7219Z",0.9995
"6202A","7311Z",0.2495
"6202A","7410Z",0.9995
"6202A","7490A",0.9995
"6202A","7490B",0.3328333333
"6202A","7739Z",0.9995
"6202A","7830Z",0.9995
"6202A","8219Z",0.9995
"6202A","8220Z",0.9995
"6202A","8230Z",0.4995
"6202A","8299Z",0.1106111111
"6202A","8559A",0.2495
"6202A","8559B",0.1995
"6202A","8891A",0.9995
"6202A","9001Z",0.9995
"6202A","9312Z",0.9995
"6202A","9329Z",0.4995
"6202A","9511Z",0.9995
"6202A","9609Z",0.3328333333
"6202B","4651Z",0.9995
"6202B","4741Z",0.9995
"6202B","5829A",0.3328333333
"6202B","5829B",0.9995
"6202B","5829C",0.9995
"6202B","5911B",0.9995
"6202B","6201Z",0.2495
"6202B","6202A",0.1423571429
"6202B","6202B",0.9995
"6202B","6203Z",0.4995
"6202B","7022Z",0.9995
"6202B","7830Z",0.4995
"6202B","8299Z",0.9995
"6202B","9511Z",0.2495
"6203Z","3313Z",0.9995
"6203Z","4321A",0.4995
"6203Z","4651Z",0.9995
"6203Z","4941A",0.9995
"6203Z","5829C",0.4995
"6203Z","6201Z",0.3328333333
"6203Z","6202A",0.0995
"6203Z","6202B",0.3328333333
"6203Z","6203Z",0.4995
"6203Z","6311Z",0.1995
"6203Z","7010Z",0.9995
"6203Z","7311Z",0.9995
"6203Z","8130Z",0.9995
"6203Z","8299Z",0.3328333333
"6203Z","9319Z",0.9995
"6209Z","1812Z",0.9995
"6209Z","3319Z",0.9995
"6209Z","4321A",0.9995
"6209Z","4651Z",0.9995
"6209Z","4652Z",0.9995
"6209Z","4669B",0.9995
"6209Z","4741Z",0.4995
"6209Z","4799A",0.9995
"6209Z","5829A",0.4995
"6209Z","5829C",0.3328333333
"6209Z","6201Z",0.0764230769
"6209Z","6202A",0.0429782609
"6209Z","6202B",0.9995
"6209Z","6203Z",0.2495
"6209Z","6209Z",0.4995
"6209Z","6311Z",0.3328333333
"6209Z","6312Z",0.3328333333
"6209Z","7010Z",0.9995
"6209Z","7022Z",0.9995
"6209Z","7830Z",0.4995
"6209Z","8220Z",0.4995
"6209Z","8299Z",0.9995
"6209Z","9319Z",0.9995
"6209Z","9511Z",0.9995
"6311Z","4645Z",0.9995
"6311Z","4690Z",0.9995
"6311Z","4791A",0.9995
"6311Z","5520Z",0.3328333333
"6311Z","5610C",0.9995
"6311Z","5819Z",0.9995
"6311Z","5829C",0.2495
"6311Z","5920Z",0.9995
"6311Z","6110Z",0.9995
"6311Z","6190Z",0.3328333333
"6311Z","6201Z",0.0828333333
"6311Z","6202A",0.0550555556
"6311Z","6202B",0.4995
"6311Z","6203Z",0.2495
"6311Z","6311Z",0.1106111111
"6311Z","6312Z",0.1661666667
"6311Z","6420Z",0.9995
"6311Z","6619B",0.9995
"6311Z","6630Z",0.9995
"6311Z","6920Z",0.4995
"6311Z","7010Z",0.9995
"6311Z","7021Z",0.4995
"6311Z","7022Z",0.2495
"6311Z","7311Z",0.3328333333
"6311Z","7312Z",0.9995
"6311Z","7320Z",0.9995
"6311Z","7830Z",0.9995
"6311Z","7990Z",0.4995
"6311Z","8211Z",0.9995
"6311Z","8220Z",0.9995
"6311Z","8299Z",0.4995
"6311Z","8810C",0.9995
"6311Z","9319Z",0.9995
"6311Z","9511Z",0.9995
"6312Z","4540Z",0.9995
"6312Z","4651Z",0.9995
"6312Z","4764Z",0.9995
"6312Z","4778C",0.9995
"6312Z","5829C",0.1661666667
"6312Z","6201Z",0.3328333333
"6312Z","6202A",0.3328333333
"6312Z","6311Z",0.9995
"6312Z","6312Z",0.0764230769
"6312Z","6831Z",0.9995
"6312Z","7021Z",0.3328333333
"6312Z","7022Z",0.4995
"6312Z","7112B",0.9995
"6312Z","7211Z",0.9995
"6312Z","7311Z",0.9995
"6312Z","7420Z",0.4995
"6312Z","7500Z",0.9995
"6312Z","7711A",0.9995
"6312Z","8230Z",0.9995
"6312Z","8559A",0.9995
"6312Z","9003B",0.9995
"6312Z","9329Z",0.9995
"633Z","7911Z",0.9995
"6391Z","0162Z",0.9995
"6391Z","1392Z",0.9995
"6391Z","5813Z",0.9995
"6391Z","5911A",0.9995
"6391Z","6622Z",0.9995
"6391Z","7021Z",0.9995
"6391Z","7311Z",0.4995
"6391Z","7420Z",0.9995
"6391Z","7990Z",0.9995
"6399Z","1812Z",0.9995
"6399Z","4649Z",0.9995
"6399Z","4669C",0.9995
"6399Z","4778C",0.9995
"6399Z","6202A",0.9995
"6399Z","6399Z",0.4995
"6399Z","7022Z",0.9995
"6399Z","7311Z",0.4995
"6399Z","7410Z",0.4995
"6399Z","7740Z",0.9995
"6419Z","6202A",0.4995
"6419Z","6419Z",0.4995
"6419Z","6420Z",0.9995
"6419Z","6492Z",0.2495
"6419Z","6619B",0.062
"6419Z","6622Z",0.4995
"6419Z","6630Z",0.4995
"6419Z","6831Z",0.3328333333
"6419Z","7022Z",0.9995
"6420Z","0111Z",0.9995
"6420Z","0220Z",0.9995
"6420Z","0812Z",0.9995
"6420Z","1013B",0.9995
"6420Z","1071C",0.2495
"6420Z","1071D",0.9995
"6420Z","1082Z",0.9995
"6420Z","1399Z",0.9995
"6420Z","1610B",0.9995
"6420Z","1623Z",0.9995
"6420Z","1629Z",0.9995
"6420Z","1721A",0.9995
"6420Z","1729Z",0.9995
"6420Z","1812Z",0.2495
"6420Z","2015Z",0.9995
"6420Z","2229B",0.9995
"6420Z","2341Z",0.9995
"6420Z","2361Z",0.9995
"6420Z","2363Z",0.9995
"6420Z","2370Z",0.4995
"6420Z","2562B",0.1995
"6420Z","2573A",0.9995
"6420Z","2594Z",0.9995
"6420Z","2630Z",0.9995
"6420Z","2892Z",0.9995
"6420Z","2893Z",0.9995
"6420Z","2899B",0.9995
"6420Z","2910Z",0.9995
"6420Z","2920Z",0.4995
"6420Z","3101Z",0.9995
"6420Z","3109B",0.4995
"6420Z","3250A",0.2495
"6420Z","3311Z",0.9995
"6420Z","3320B",0.9995
"6420Z","3511Z",0.2495
"6420Z","3812Z",0.9995
"6420Z","3831Z",0.9995
"6420Z","3832Z",0.9995
"6420Z","4110A",0.0764230769
"6420Z","4110C",0.3328333333
"6420Z","4120A",0.2495
"6420Z","4120B",0.4995
"6420Z","4213A",0.9995
"6420Z","4221Z",0.9995
"6420Z","4299Z",0.3328333333
"6420Z","4311Z",0.9995
"6420Z","4312A",0.9995
"6420Z","4321A",0.1995
"6420Z","4322A",0.2495
"6420Z","4322B",0.4995
"6420Z","4332A",0.1245
"6420Z","4332B",0.1995
"6420Z","4334Z",0.3328333333
"6420Z","4391A",0.9995
"6420Z","4391B",0.9995
"6420Z","4399A",0.9995
"6420Z","4399C",0.1995
"6420Z","4399D",0.9995
"6420Z","4511Z",0.1106111111
"6420Z","4520A",0.0709285714
"6420Z","4531Z",0.4995
"6420Z","4532Z",0.9995
"6420Z","4611Z",0.9995
"6420Z","4613Z",0.9995
"6420Z","4614Z",0.9995
"6420Z","4615Z",0.9995
"6420Z","4617A",0.9995
"6420Z","4617B",0.9995
"6420Z","4618Z",0.4995
"6420Z","4619A",0.9995
"6420Z","4619B",0.4995
"6420Z","4621Z",0.9995
"6420Z","4623Z",0.9995
"6420Z","4631Z",0.4995
"6420Z","4634Z",0.1245
"6420Z","4638B",0.2495
"6420Z","4639A",0.9995
"6420Z","4639B",0.2495
"6420Z","4641Z",0.9995
"6420Z","4643Z",0.4995
"6420Z","4646Z",0.3328333333
"6420Z","4647Z",0.9995
"6420Z","4649Z",0.1995
"6420Z","4651Z",0.9995
"6420Z","4652Z",0.9995
"6420Z","4666Z",0.9995
"6420Z","4669A",0.3328333333
"6420Z","4669B",0.2495
"6420Z","4669C",0.3328333333
"6420Z","4673A",0.1423571429
"6420Z","4673B",0.3328333333
"6420Z","4674B",0.9995
"6420Z","4676Z",0.9995
"6420Z","4690Z",0.1106111111
"6420Z","4711B",0.4995
"6420Z","4711C",0.9995
"6420Z","4711D",0.1106111111
"6420Z","4711F",0.4995
"6420Z","4719B",0.9995
"6420Z","4722Z",0.9995
"6420Z","4729Z",0.4995
"6420Z","4751Z",0.4995
"6420Z","4752A",0.9995
"6420Z","4752B",0.4995
"6420Z","4759A",0.4995
"6420Z","4759B",0.9995
"6420Z","4762Z",0.9995
"6420Z","4764Z",0.3328333333
"6420Z","4771Z",0.1661666667
"6420Z","4772B",0.9995
"6420Z","4774Z",0.9995
"6420Z","4776Z",0.9995
"6420Z","4777Z",0.9995
"6420Z","4778A",0.2495
"6420Z","4778C",0.3328333333
"6420Z","4779Z",0.4995
"6420Z","4781Z",0.9995
"6420Z","4789Z",0.9995
"6420Z","4791A",0.4995
"6420Z","4791B",0.9995
"6420Z","4799A",0.9995
"6420Z","4799B",0.9995
"6420Z","4932Z",0.3328333333
"6420Z","4939C",0.9995
"6420Z","4941A",0.1995
"6420Z","4941B",0.4995
"6420Z","5030Z",0.9995
"6420Z","5223Z",0.9995
"6420Z","5229B",0.4995
"6420Z","5510Z",0.062
"6420Z","5520Z",0.0904090909
"6420Z","5530Z",0.1661666667
"6420Z","5610A",0.0661666667
"6420Z","5610C",0.1106111111
"6420Z","5621Z",0.4995
"6420Z","5629A",0.9995
"6420Z","5630Z",0.1661666667
"6420Z","5811Z",0.9995
"6420Z","5813Z",0.9995
"6420Z","5814Z",0.9995
"6420Z","5829A",0.9995
"6420Z","5829C",0.4995
"6420Z","5911A",0.9995
"6420Z","5911B",0.9995
"6420Z","6110Z",0.9995
"6420Z","6201Z",0.1423571429
"6420Z","6202A",0.1995
"6420Z","6203Z",0.9995
"6420Z","6209Z",0.9995
"6420Z","6420Z",0.0073125
"6420Z","6430Z",0.0661666667
"6420Z","6619B",0.3328333333
