"activitycode_1","activitycode_2","proximity"
"4781Z","4639B",0.9995
"4781Z","4711B",0.1995
"4781Z","4721Z",0.2495
"4781Z","4722Z",0.0764230769
"4781Z","4723Z",0.2495
"4781Z","4724Z",0.9995
"4781Z","4725Z",0.9995
"4781Z","4729Z",0.3328333333
"4781Z","4771Z",0.9995
"4781Z","4779Z",0.9995
"4781Z","4781Z",0.0828333333
"4781Z","4782Z",0.9995
"4781Z","4789Z",0.9995
"4781Z","5530Z",0.9995
"4781Z","5610A",0.2495
"4781Z","5610C",0.0661666667
"4781Z","5621Z",0.2495
"4781Z","6630Z",0.9995
"4781Z","6810Z",0.9995
"4781Z","7711A",0.9995
"4781Z","8299Z",0.9995
"4782Z","1812Z",0.9995
"4782Z","2041Z",0.9995
"4782Z","3212Z",0.9995
"4782Z","4642Z",0.3328333333
"4782Z","4771Z",0.2495
"4782Z","4781Z",0.9995
"4782Z","4782Z",0.4995
"4782Z","4791B",0.4995
"4782Z","6622Z",0.9995
"4782Z","6810Z",0.9995
"4789Z","0130Z",0.9995
"4789Z","1101Z",0.9995
"4789Z","1413Z",0.9995
"4789Z","1629Z",0.9995
"4789Z","2752Z",0.9995
"4789Z","3213Z",0.9995
"4789Z","4322B",0.9995
"4789Z","4511Z",0.9995
"4789Z","4638B",0.9995
"4789Z","4649Z",0.9995
"4789Z","4711B",0.9995
"4789Z","4719B",0.4995
"4789Z","4751Z",0.4995
"4789Z","4752A",0.9995
"4789Z","4752B",0.9995
"4789Z","4765Z",0.9995
"4789Z","4771Z",0.2495
"4789Z","4772A",0.9995
"4789Z","4775Z",0.9995
"4789Z","4776Z",0.1995
"4789Z","4778C",0.2495
"4789Z","4779Z",0.4995
"4789Z","4781Z",0.1661666667
"4789Z","4782Z",0.4995
"4789Z","4789Z",0.0828333333
"4789Z","4791B",0.4995
"4789Z","4799B",0.4995
"4789Z","5210B",0.9995
"4789Z","5610C",0.1995
"4789Z","7120B",0.9995
"4789Z","7490B",0.9995
"4789Z","8010Z",0.9995
"4789Z","8130Z",0.9995
"4789Z","8230Z",0.9995
"4789Z","9321Z",0.9995
"4791A","1085Z",0.9995
"4791A","1101Z",0.9995
"4791A","1419Z",0.9995
"4791A","1512Z",0.9995
"4791A","4120A",0.9995
"4791A","4322A",0.9995
"4791A","4331Z",0.9995
"4791A","4332A",0.9995
"4791A","4391B",0.9995
"4791A","4531Z",0.9995
"4791A","4532Z",0.9995
"4791A","4540Z",0.4995
"4791A","4619B",0.9995
"4791A","4631Z",0.4995
"4791A","4634Z",0.4995
"4791A","4637Z",0.9995
"4791A","4638B",0.9995
"4791A","4639B",0.9995
"4791A","4641Z",0.9995
"4791A","4642Z",0.4995
"4791A","4649Z",0.3328333333
"4791A","4652Z",0.9995
"4791A","4669B",0.4995
"4791A","4690Z",0.9995
"4791A","4711B",0.4995
"4791A","4711F",0.9995
"4791A","4719B",0.4995
"4791A","4729Z",0.4995
"4791A","4764Z",0.4995
"4791A","4765Z",0.9995
"4791A","4771Z",0.1995
"4791A","4777Z",0.4995
"4791A","4778C",0.1995
"4791A","4779Z",0.9995
"4791A","4781Z",0.4995
"4791A","4789Z",0.4995
"4791A","4791A",0.0550555556
"4791A","4791B",0.0521315789
"4791A","4932Z",0.9995
"4791A","5210B",0.4995
"4791A","5813Z",0.9995
"4791A","5814Z",0.9995
"4791A","5829B",0.9995
"4791A","6190Z",0.9995
"4791A","6201Z",0.9995
"4791A","6202A",0.9995
"4791A","6311Z",0.9995
"4791A","6630Z",0.9995
"4791A","6820B",0.9995
"4791A","7010Z",0.9995
"4791A","7021Z",0.9995
"4791A","7022Z",0.4995
"4791A","7112B",0.9995
"4791A","7311Z",0.9995
"4791A","7410Z",0.9995
"4791A","7420Z",0.9995
"4791A","7490A",0.9995
"4791A","7990Z",0.9995
"4791A","8121Z",0.4995
"4791A","8130Z",0.9995
"4791A","8211Z",0.9995
"4791A","8230Z",0.9995
"4791A","8559A",0.9995
"4791A","8559B",0.9995
"4791A","8810A",0.9995
"4791A","9602A",0.9995
"4791A","9609Z",0.9995
"4791B","1071D",0.9995
"4791B","1084Z",0.9995
"4791B","1399Z",0.9995
"4791B","1413Z",0.9995
"4791B","1419Z",0.4995
"4791B","1439Z",0.9995
"4791B","1812Z",0.9995
"4791B","2042Z",0.9995
"4791B","2561Z",0.9995
"4791B","3030Z",0.9995
"4791B","3099Z",0.9995
"4791B","3213Z",0.9995
"4791B","3230Z",0.9995
"4791B","3312Z",0.9995
"4791B","3320D",0.9995
"4791B","4322B",0.9995
"4791B","4329B",0.9995
"4791B","4332A",0.9995
"4791B","4334Z",0.9995
"4791B","4399C",0.9995
"4791B","4511Z",0.9995
"4791B","4531Z",0.9995
"4791B","4532Z",0.9995
"4791B","4540Z",0.4995
"4791B","4634Z",0.4995
"4791B","4639B",0.9995
"4791B","4641Z",0.9995
"4791B","4642Z",0.4995
"4791B","4646Z",0.9995
"4791B","4647Z",0.9995
"4791B","4648Z",0.9995
"4791B","4649Z",0.0995
"4791B","4652Z",0.3328333333
"4791B","4669A",0.9995
"4791B","4669B",0.9995
"4791B","4669C",0.4995
"4791B","4673B",0.9995
"4791B","4674B",0.4995
"4791B","4675Z",0.9995
"4791B","4690Z",0.4995
"4791B","4711B",0.9995
"4791B","4725Z",0.4995
"4791B","4729Z",0.9995
"4791B","4742Z",0.9995
"4791B","4743Z",0.4995
"4791B","4752A",0.9995
"4791B","4759A",0.3328333333
"4791B","4759B",0.4995
"4791B","4764Z",0.4995
"4791B","4765Z",0.4995
"4791B","4771Z",0.2495
"4791B","4772A",0.9995
"4791B","4776Z",0.9995
"4791B","4777Z",0.9995
"4791B","4778A",0.9995
"4791B","4778C",0.1106111111
"4791B","4781Z",0.9995
"4791B","4789Z",0.3328333333
"4791B","4791A",0.0995
"4791B","4791B",0.0298030303
"4791B","4799A",0.9995
"4791B","5210B",0.9995
"4791B","5520Z",0.4995
"4791B","5610C",0.4995
"4791B","5630Z",0.4995
"4791B","5811Z",0.9995
"4791B","5829A",0.9995
"4791B","6190Z",0.9995
"4791B","6201Z",0.2495
"4791B","6202A",0.4995
"4791B","6203Z",0.9995
"4791B","6311Z",0.9995
"4791B","6312Z",0.9995
"4791B","6420Z",0.9995
"4791B","6499Z",0.9995
"4791B","6619B",0.4995
"4791B","6622Z",0.9995
"4791B","6810Z",0.4995
"4791B","7010Z",0.9995
"4791B","7021Z",0.4995
"4791B","7022Z",0.2495
"4791B","7211Z",0.9995
"4791B","7311Z",0.9995
"4791B","7410Z",0.4995
"4791B","7729Z",0.9995
"4791B","7732Z",0.9995
"4791B","7911Z",0.9995
"4791B","7990Z",0.9995
"4791B","8122Z",0.9995
"4791B","8130Z",0.4995
"4791B","8292Z",0.9995
"4791B","8299Z",0.9995
"4791B","9001Z",0.9995
"4791B","9002Z",0.9995
"4791B","9319Z",0.9995
"4791B","9329Z",0.3328333333
"4791B","9601B",0.9995
"4791B","9602B",0.9995
"4799A","1071B",0.9995
"4799A","1085Z",0.9995
"4799A","2012Z",0.9995
"4799A","2042Z",0.9995
"4799A","2319Z",0.9995
"4799A","2651B",0.9995
"4799A","2790Z",0.9995
"4799A","3213Z",0.9995
"4799A","4321A",0.4995
"4799A","4322B",0.4995
"4799A","4332A",0.2495
"4799A","4399D",0.4995
"4799A","4616Z",0.9995
"4799A","4617A",0.9995
"4799A","4617B",0.9995
"4799A","4618Z",0.9995
"4799A","4619B",0.9995
"4799A","4623Z",0.9995
"4799A","4634Z",0.1423571429
"4799A","4639A",0.9995
"4799A","4641Z",0.9995
"4799A","4642Z",0.3328333333
"4799A","4647Z",0.4995
"4799A","4649Z",0.9995
"4799A","4661Z",0.4995
"4799A","4666Z",0.9995
"4799A","4669B",0.4995
"4799A","4669C",0.9995
"4799A","4671Z",0.9995
"4799A","4673A",0.9995
"4799A","4675Z",0.9995
"4799A","4721Z",0.9995
"4799A","4725Z",0.9995
"4799A","4742Z",0.4995
"4799A","4752A",0.3328333333
"4799A","4759B",0.9995
"4799A","4764Z",0.2495
"4799A","4774Z",0.9995
"4799A","4776Z",0.9995
"4799A","4778A",0.9995
"4799A","4778B",0.9995
"4799A","4778C",0.3328333333
"4799A","4781Z",0.4995
"4799A","4789Z",0.2495
"4799A","4791A",0.4995
"4799A","4791B",0.0904090909
"4799A","4799A",0.0495
"4799A","4941A",0.9995
"4799A","5610A",0.9995
"4799A","5610C",0.9995
"4799A","5621Z",0.9995
"4799A","6420Z",0.9995
"4799A","7021Z",0.9995
"4799A","7022Z",0.1995
"4799A","7311Z",0.9995
"4799A","7410Z",0.9995
"4799A","7490B",0.9995
"4799A","7729Z",0.3328333333
"4799A","7990Z",0.9995
"4799A","8020Z",0.9995
"4799A","8559A",0.9995
"4799A","8690D",0.9995
"4799A","8690E",0.9995
"4799A","8810A",0.9995
"4799A","9001Z",0.9995
"4799B","1104Z",0.9995
"4799B","1105Z",0.9995
"4799B","1812Z",0.9995
"4799B","3030Z",0.9995
"4799B","3312Z",0.4995
"4799B","3811Z",0.9995
"4799B","4321A",0.9995
"4799B","4332B",0.9995
"4799B","4399D",0.9995
"4799B","4532Z",0.9995
"4799B","4619B",0.9995
"4799B","4622Z",0.9995
"4799B","4634Z",0.9995
"4799B","4637Z",0.4995
"4799B","4638B",0.3328333333
"4799B","4639B",0.9995
"4799B","4641Z",0.9995
"4799B","4642Z",0.9995
"4799B","4645Z",0.9995
"4799B","4646Z",0.9995
"4799B","4651Z",0.9995
"4799B","4661Z",0.9995
"4799B","4669A",0.9995
"4799B","4669B",0.4995
"4799B","4669C",0.2495
"4799B","4673A",0.9995
"4799B","4674A",0.4995
"4799B","4690Z",0.4995
"4799B","4711B",0.9995
"4799B","4711D",0.9995
"4799B","4725Z",0.3328333333
"4799B","4729Z",0.1661666667
"4799B","4741Z",0.9995
"4799B","4743Z",0.9995
"4799B","4752A",0.9995
"4799B","4759A",0.3328333333
"4799B","4759B",0.9995
"4799B","4764Z",0.2495
"4799B","4771Z",0.9995
"4799B","4774Z",0.4995
"4799B","4777Z",0.4995
"4799B","4778C",0.4995
"4799B","4779Z",0.9995
"4799B","4781Z",0.4995
"4799B","4791A",0.9995
"4799B","4791B",0.1661666667
"4799B","4799A",0.1995
"4799B","4799B",0.0995
"4799B","4941A",0.9995
"4799B","5610A",0.9995
"4799B","5610C",0.2495
"4799B","5911B",0.4995
"4799B","5920Z",0.9995
"4799B","6202A",0.9995
"4799B","6630Z",0.9995
"4799B","6820B",0.3328333333
"4799B","7022Z",0.9995
"4799B","7112B",0.9995
"4799B","7311Z",0.9995
"4799B","7410Z",0.9995
"4799B","7490B",0.9995
"4799B","7739Z",0.9995
"4799B","8690F",0.9995
"4799B","9329Z",0.4995
"4910Z","7990Z",0.9995
"4931Z","4931Z",0.1423571429
"4931Z","4932Z",0.0411666667
"4931Z","4939A",0.1245
"4931Z","4939B",0.0995
"4931Z","6110Z",0.9995
"4931Z","7010Z",0.9995
"4931Z","9329Z",0.4995
"4932Z","4322A",0.9995
"4932Z","4332B",0.9995
"4932Z","4333Z",0.9995
"4932Z","4511Z",0.1245
"4932Z","4520A",0.4995
"4932Z","4719B",0.9995
"4932Z","4764Z",0.9995
"4932Z","4771Z",0.9995
"4932Z","4776Z",0.9995
"4932Z","4791A",0.9995
"4932Z","4931Z",0.0764230769
"4932Z","4932Z",0.0828333333
"4932Z","4939A",0.2495
"4932Z","4939B",0.0904090909
"4932Z","4941A",0.1423571429
"4932Z","4941B",0.0828333333
"4932Z","4942Z",0.4995
"4932Z","5229A",0.9995
"4932Z","5229B",0.9995
"4932Z","5520Z",0.4995
"4932Z","5610A",0.2495
"4932Z","5610C",0.3328333333
"4932Z","6420Z",0.4995
"4932Z","6820B",0.0764230769
"4932Z","6831Z",0.3328333333
"4932Z","6832B",0.9995
"4932Z","7010Z",0.9995
"4932Z","7022Z",0.4995
"4932Z","7420Z",0.9995
"4932Z","7711A",0.3328333333
"4932Z","7711B",0.9995
"4932Z","7721Z",0.9995
"4932Z","7732Z",0.9995
"4932Z","7740Z",0.1661666667
"4932Z","8129A",0.9995
"4932Z","8299Z",0.9995
"4932Z","8690A",0.0995
"4932Z","9603Z",0.4995
"4939A","4931Z",0.2495
"4939A","4932Z",0.1245
"4939A","4939A",0.2495
"4939A","4939B",0.0521315789
"4939A","5510Z",0.9995
"4939A","6630Z",0.9995
"4939A","7010Z",0.9995
"4939A","7911Z",0.9995
"4939B","4511Z",0.9995
"4939B","4638B",0.9995
"4939B","4791A",0.9995
"4939B","4931Z",0.1423571429
"4939B","4932Z",0.0709285714
"4939B","4939A",0.0471190476
"4939B","4939B",0.9995
"4939B","4941A",0.2495
"4939B","4941B",0.4995
"4939B","5110Z",0.9995
"4939B","5221Z",0.9995
"4939B","5510Z",0.4995
"4939B","6820A",0.9995
"4939B","6820B",0.9995
"4939B","7010Z",0.9995
"4939B","7711A",0.9995
"4939B","7911Z",0.4995
"4939B","7912Z",0.9995
"4941A","0321Z",0.9995
"4941A","1624Z",0.9995
"4941A","3811Z",0.4995
"4941A","3812Z",0.9995
"4941A","4312A",0.1661666667
"4941A","4312B",0.3328333333
"4941A","4332A",0.9995
"4941A","4399C",0.4995
"4941A","4399E",0.9995
"4941A","4520A",0.4995
"4941A","4520B",0.9995
"4941A","4623Z",0.9995
"4941A","4631Z",0.9995
"4941A","4673A",0.3328333333
"4941A","4778B",0.9995
"4941A","4779Z",0.9995
"4941A","4932Z",0.4995
"4941A","4939A",0.9995
"4941A","4939B",0.9995
"4941A","4941A",0.0550555556
"4941A","4941B",0.0089339623
"4941A","4941C",0.0995
"4941A","4942Z",0.1423571429
"4941A","5210A",0.9995
"4941A","5210B",0.3328333333
"4941A","5221Z",0.9995
"4941A","5229A",0.1423571429
"4941A","5229B",0.062
"4941A","5520Z",0.9995
"4941A","6420Z",0.9995
"4941A","6820B",0.1106111111
"4941A","6831Z",0.9995
"4941A","7010Z",0.4995
"4941A","7711A",0.3328333333
"4941A","7712Z",0.9995
"4941A","7721Z",0.9995
"4941A","7739Z",0.9995
"4941B","0161Z",0.4995
"4941B","1061A",0.9995
"4941B","1624Z",0.9995
"4941B","3320B",0.4995
"4941B","3511Z",0.9995
"4941B","4221Z",0.9995
"4941B","4299Z",0.9995
"4941B","4312A",0.3328333333
"4941B","4322B",0.9995
"4941B","4399E",0.2495
"4941B","4511Z",0.9995
"4941B","4519Z",0.9995
"4941B","4520A",0.3328333333
"4941B","4520B",0.9995
"4941B","4531Z",0.9995
"4941B","4621Z",0.9995
"4941B","4673A",0.9995
"4941B","4674A",0.9995
"4941B","4690Z",0.4995
"4941B","4729Z",0.9995
"4941B","4759A",0.4995
"4941B","4791A",0.9995
"4941B","4932Z",0.1245
"4941B","4939A",0.9995
"4941B","4939B",0.9995
"4941B","4941A",0.0065422535
"4941B","4941B",0.0449545455
"4941B","4941C",0.0550555556
"4941B","4942Z",0.0904090909
"4941B","5210B",0.1995
"4941B","5221Z",0.9995
"4941B","5223Z",0.9995
"4941B","5224A",0.9995
"4941B","5224B",0.9995
"4941B","5229A",0.0995
"4941B","5229B",0.0995
"4941B","5320Z",0.1995
"4941B","5610A",0.9995
"4941B","5610C",0.4995
"4941B","6420Z",0.9995
"4941B","6430Z",0.4995
"4941B","6630Z",0.9995
"4941B","6820B",0.2495
"4941B","7010Z",0.9995
"4941B","7022Z",0.4995
"4941B","7711A",0.2495
"4941B","7712Z",0.4995
"4941B","8010Z",0.9995
"4941B","8121Z",0.9995
"4941B","8211Z",0.9995
"4941B","8292Z",0.9995
"4941B","8299Z",0.9995
"4941B","8559A",0.9995
"4941C","4312A",0.9995
"4941C","4399E",0.2495
"4941C","4941A",0.1661666667
"4941C","4941B",0.1423571429
"4941C","4941C",0.4995
"4941C","5210B",0.9995
"4941C","7010Z",0.9995
"4941C","7711A",0.4995
"4941C","7712Z",0.3328333333
"4941C","7732Z",0.4995
"4942Z","1071C",0.9995
"4942Z","4759A",0.9995
"4942Z","4941A",0.2495
"4942Z","4941B",0.1661666667
"4942Z","5210B",0.4995
"4942Z","6820B",0.9995
"4942Z","7010Z",0.9995
"4942Z","9524Z",0.9995
"4950Z","5210B",0.9995
"5010Z","5010Z",0.9995
"5010Z","5020Z",0.9995
"5010Z","5630Z",0.9995
"5010Z","6201Z",0.9995
"5010Z","7830Z",0.9995
"501Z","4511Z",0.9995
"501Z","4690Z",0.9995
"5020Z","5010Z",0.4995
"5020Z","5229B",0.9995
"5020Z","6820B",0.9995
"5020Z","7734Z",0.9995
"5030Z","5229B",0.9995
"5030Z","5520Z",0.4995
"5030Z","5610A",0.9995
"5030Z","7721Z",0.9995
"5030Z","7734Z",0.9995
"5040Z","5030Z",0.9995
"5040Z","5040Z",0.4995
"5040Z","5610C",0.9995
"5040Z","6820B",0.4995
"5040Z","7734Z",0.9995
"5110Z","5110Z",0.4995
"5110Z","5121Z",0.9995
"5110Z","8551Z",0.9995
"5110Z","8553Z",0.9995
"5110Z","8559A",0.9995
"5110Z","8690A",0.9995
"5110Z","9329Z",0.9995
"5121Z","5110Z",0.9995
"5121Z","5229B",0.9995
"5121Z","6810Z",0.9995
"513J","513J",0.9995
"513W","7111Z",0.9995
"514C","3511Z",0.9995
"514C","7022Z",0.9995
"514L","6201Z",0.9995
"514S","4690Z",0.9995
"514S","4776Z",0.9995
"515F","7022Z",0.9995
"515J","7022Z",0.9995
"518G","4761Z",0.9995
"518G","6630Z",0.9995
"519A","7912Z",0.9995
"5210A","0161Z",0.9995
"5210A","1011Z",0.9995
"5210A","4721Z",0.9995
"5210A","4941B",0.9995
"5210A","5210A",0.9995
"5210A","5210B",0.9995
"5210A","5229B",0.9995
"5210A","5621Z",0.9995
"5210A","6810Z",0.9995
"5210A","6820B",0.9995
"5210A","7010Z",0.9995
"5210B","1039B",0.9995
"5210B","1052Z",0.9995
"5210B","1061B",0.9995
"5210B","1086Z",0.9995
"5210B","2014Z",0.9995
"5210B","3832Z",0.9995
"5210B","4120B",0.9995
"5210B","4332B",0.9995
"5210B","4399D",0.9995
"5210B","4511Z",0.9995
"5210B","4631Z",0.4995
"5210B","4646Z",0.9995
"5210B","4690Z",0.9995
"5210B","4722Z",0.9995
"5210B","4791A",0.9995
"5210B","4941A",0.4995
"5210B","4941B",0.9995
"5210B","5210A",0.3328333333
"5210B","5210B",0.2495
"5210B","5224A",0.9995
"5210B","5224B",0.1661666667
"5210B","5229B",0.0828333333
"5210B","5320Z",0.9995
"5210B","5630Z",0.9995
"5210B","6420Z",0.9995
"5210B","6619A",0.9995
"5210B","6820B",0.1106111111
"5210B","7022Z",0.9995
"5210B","7739Z",0.9995
"5210B","8122Z",0.9995
"5210B","8211Z",0.9995
"5210B","8292Z",0.3328333333
"5210B","8299Z",0.9995
"521B","4399C",0.9995
"521J","5911A",0.9995
"521J","6202A",0.9995
"5221Z","4511Z",0.9995
"5221Z","4519Z",0.9995
"5221Z","4520A",0.2495
"5221Z","4941A",0.4995
"5221Z","5221Z",0.1661666667
"5221Z","5229B",0.9995
"5221Z","6810Z",0.9995
"5221Z","6820B",0.9995
"5221Z","7010Z",0.9995
"5221Z","7022Z",0.9995
"5221Z","7410Z",0.9995
"5221Z","7711A",0.9995
"5221Z","8220Z",0.4995
"5222Z","4291Z",0.9995
"5222Z","5010Z",0.9995
"5222Z","5030Z",0.9995
"5222Z","5210B",0.9995
"5222Z","5229B",0.9995
"5222Z","7734Z",0.9995
"5223Z","3319Z",0.9995
"5223Z","4671Z",0.9995
"5223Z","4941B",0.9995
"5223Z","5224B",0.9995
"5223Z","7911Z",0.9995
"5223Z","8010Z",0.9995
"5224A","5210B",0.4995
"5224A","5222Z",0.9995
"5224B","4329A",0.9995
"5224B","4399E",0.9995
"5224B","4519Z",0.9995
"5224B","4941A",0.9995
"5224B","4941B",0.9995
"5224B","4942Z",0.9995
"5224B","5210B",0.4995
"5224B","5229B",0.3328333333
"5224B","5610C",0.9995
"5224B","6420Z",0.9995
"5229A","4619B",0.9995
"5229A","4932Z",0.9995
"5229A","4941A",0.2495
"5229A","4941B",0.1661666667
"5229A","5229A",0.4995
"5229A","7010Z",0.9995
"5229A","8211Z",0.9995
"5229A","8690A",0.9995
"5229B","2562A",0.9995
"5229B","4531Z",0.9995
"5229B","4641Z",0.9995
"5229B","4673A",0.4995
"5229B","4690Z",0.4995
"5229B","4791B",0.9995
"5229B","4939B",0.9995
"5229B","4941A",0.062
"5229B","4941B",0.1423571429
"5229B","4941C",0.2495
"5229B","5210B",0.0709285714
"5229B","5221Z",0.9995
"5229B","5224A",0.9995
"5229B","5224B",0.9995
"5229B","5229A",0.3328333333
"5229B","5229B",0.2495
"5229B","5320Z",0.9995
"5229B","5829C",0.9995
"5229B","6202A",0.9995
"5229B","6420Z",0.9995
"5229B","6630Z",0.9995
"5229B","7010Z",0.4995
"5229B","7021Z",0.9995
"5229B","7022Z",0.2495
"5229B","7734Z",0.1245
"5229B","8130Z",0.9995
"5229B","8292Z",0.2495
"522P","522P",0.9995
"523A","7022Z",0.9995
"523E","6202A",0.9995
"523E","9602B",0.9995
"524C","4729Z",0.9995
"524C","524C",0.4995
"524C","5911A",0.9995
"524C","5911B",0.9995
"524C","6202A",0.9995
"524C","6619B",0.9995
"524C","7022Z",0.9995
"524C","7430Z",0.9995
"524C","8299Z",0.9995
"524H","4759A",0.9995
"524Z","8552Z",0.9995
"525Z","4652Z",0.9995
"525Z","4779Z",0.9995
"525Z","6831Z",0.9995
"526D","6202A",0.9995
"526E","7022Z",0.9995
"526E","7111Z",0.9995
"5320Z","4932Z",0.2495
"5320Z","4941A",0.3328333333
"5320Z","4941B",0.4995
"5320Z","5229A",0.9995
"5320Z","5229B",0.9995
"5320Z","5320Z",0.3328333333
"5320Z","5610A",0.9995
"5320Z","6312Z",0.9995
"5320Z","6820A",0.9995
"5320Z","8810A",0.9995
"5320Z","8899B",0.9995
"5320Z","9609Z",0.9995
5510,"5510Z",0.9995
"5510Z","0124Z",0.9995
"5510Z","1071C",0.9995
"5510Z","4110C",0.9995
"5510Z","4511Z",0.4995
"5510Z","4520A",0.9995
"5510Z","4669C",0.9995
"5510Z","4690Z",0.9995
"5510Z","4723Z",0.9995
"5510Z","4725Z",0.9995
"5510Z","4729Z",0.3328333333
"5510Z","5510Z",0.0298030303
"5510Z","5520Z",0.0207765957
"5510Z","5530Z",0.1245
"5510Z","5590Z",0.9995
"5510Z","5610A",0.0057893082
"5510Z","5610C",0.1245
"5510Z","5621Z",0.4995
"5510Z","5629B",0.9995
"5510Z","5630Z",0.0449545455
"5510Z","5819Z",0.9995
"5510Z","6312Z",0.9995
"5510Z","6420Z",0.2495
"5510Z","6430Z",0.4995
"5510Z","6619A",0.9995
"5510Z","6630Z",0.2495
"5510Z","6810Z",0.1661666667
"5510Z","6820A",0.0661666667
"5510Z","6820B",0.0258157895
"5510Z","6831Z",0.2495
"5510Z","6832B",0.9995
"5510Z","7010Z",0.1661666667
"5510Z","7022Z",0.4995
"5510Z","7112B",0.9995
"5510Z","7410Z",0.9995
"5510Z","7490B",0.9995
"5510Z","7729Z",0.9995
"5510Z","7739Z",0.9995
"5510Z","8121Z",0.9995
"5510Z","8211Z",0.4995
"5510Z","8230Z",0.4995
"5510Z","8299Z",0.9995
"5510Z","8559B",0.9995
"5510Z","8710C",0.9995
"5510Z","8720A",0.9995
"5510Z","8730A",0.9995
"5510Z","9001Z",0.9995
"5510Z","9601B",0.9995
"5510Z","9602A",0.9995
"5510Z","9604Z",0.9995
"551A","7022Z",0.9995
"551C","5911C",0.9995
"5520Z","0125Z",0.9995
"5520Z","1102B",0.9995
"5520Z","3511Z",0.9995
"5520Z","4110A",0.9995
"5520Z","4291Z",0.9995
"5520Z","4332A",0.9995
"5520Z","4634Z",0.9995
"5520Z","4711B",0.9995
"5520Z","4719B",0.9995
"5520Z","4729Z",0.9995
"5520Z","4778C",0.9995
"5520Z","5510Z",0.0328333333
"5520Z","5520Z",0.0995
"5520Z","5530Z",0.1423571429
"5520Z","5590Z",0.4995
"5520Z","5610A",0.0764230769
"5520Z","5610C",0.4995
"5520Z","5630Z",0.4995
"5520Z","6810Z",0.2495
"5520Z","6820A",0.1661666667
"5520Z","6820B",0.0904090909
"5520Z","6831Z",0.9995
"5520Z","6832A",0.9995
"5520Z","7022Z",0.9995
"5520Z","7112B",0.9995
"5520Z","7490B",0.9995
"5520Z","7911Z",0.9995
"5520Z","7990Z",0.9995
"5520Z","8121Z",0.4995
"5520Z","8211Z",0.3328333333
"5520Z","8559A",0.4995
"5520Z","8891A",0.9995
"5520Z","9103Z",0.9995
"5520Z","9104Z",0.9995
"5520Z","9329Z",0.9995
"5530Z","1105Z",0.9995
"5530Z","4110B",0.9995
"5530Z","4331Z",0.9995
"5530Z","4519Z",0.9995
"5530Z","4690Z",0.9995
"5530Z","4711B",0.9995
"5530Z","4764Z",0.3328333333
"5530Z","4775Z",0.9995
"5530Z","5510Z",0.9995
"5530Z","5520Z",0.0995
"5530Z","5530Z",0.4995
"5530Z","5610A",0.3328333333
"5530Z","5610C",0.4995
"5530Z","6420Z",0.9995
"5530Z","6810Z",0.4995
"5530Z","6820B",0.0411666667
"5530Z","6832A",0.9995
"5530Z","7010Z",0.9995
"5530Z","7022Z",0.9995
"5530Z","7721Z",0.9995
"5530Z","7912Z",0.9995
"5530Z","8121Z",0.9995
"5530Z","8122Z",0.9995
"5530Z","8211Z",0.9995
"5530Z","8551Z",0.9995
"553A","4778C",0.9995
"553A","553A",0.9995
"553A","5829C",0.9995
"553A","5920Z",0.9995
"553A","6619B",0.9995
"553A","7021Z",0.9995
"553A","7022Z",0.9995
"553B","1813Z",0.9995
"553B","7022Z",0.9995
"554A","4511Z",0.9995
"554B","6202A",0.9995
"555A","5920Z",0.9995
"555D","6832A",0.9995
"555D","7022Z",0.9995
"5590Z","5530Z",0.9995
"5610A","0149Z",0.9995
"5610A","0162Z",0.9995
"5610A","1013B",0.9995
"5610A","1052Z",0.9995
"5610A","1071B",0.3328333333
"5610A","1071C",0.4995
"5610A","1071D",0.4995
"5610A","1072Z",0.9995
"5610A","1083Z",0.9995
"5610A","1085Z",0.4995
"5610A","1089Z",0.4995
"5610A","1105Z",0.3328333333
"5610A","1813Z",0.9995
"5610A","3320A",0.9995
"5610A","4110A",0.9995
"5610A","4120B",0.9995
"5610A","4312A",0.9995
"5610A","4331Z",0.9995
"5610A","4332C",0.9995
"5610A","4339Z",0.9995
"5610A","4391A",0.9995
"5610A","4399C",0.9995
"5610A","4511Z",0.3328333333
"5610A","4520A",0.3328333333
"5610A","4617B",0.9995
"5610A","4619B",0.3328333333
"5610A","4631Z",0.9995
"5610A","4634Z",0.9995
"5610A","4637Z",0.4995
"5610A","4711B",0.0995
"5610A","4711C",0.9995
"5610A","4719B",0.4995
"5610A","4721Z",0.3328333333
"5610A","4722Z",0.2495
"5610A","4723Z",0.3328333333
"5610A","4724Z",0.2495
"5610A","4725Z",0.1423571429
"5610A","4726Z",0.3328333333
"5610A","4729Z",0.2495
"5610A","4752A",0.9995
"5610A","4759A",0.4995
"5610A","4759B",0.4995
"5610A","4762Z",0.9995
"5610A","4771Z",0.2495
"5610A","4778A",0.9995
"5610A","4778C",0.2495
"5610A","4779Z",0.4995
"5610A","4781Z",0.3328333333
"5610A","4789Z",0.9995
"5610A","4791A",0.9995
"5610A","4791B",0.3328333333
"5610A","4799A",0.9995
"5610A","4932Z",0.2495
"5610A","4941B",0.9995
"5610A","5221Z",0.9995
"5610A","5320Z",0.4995
"5610A","5510Z",0.03075
"5610A","5520Z",0.0411666667
"5610A","5530Z",0.3328333333
"5610A","5610A",0.0126578947
"5610A","5610B",0.1995
"5610A","5610C",0.0051497175
"5610A","5621Z",0.0222272727
